genotype,plot,row,col,block,rep,inoc,pheno,checkId,mean_NDVI,mean_OSAVI,median_NDVI,median_OSAVI
JT14,16,3,2,1,1,I,Sev17,noCheck,0.205593775601718,0.238487687975577,0.240310568848043,0.278758846413709
JS9,17,3,3,1,1,I,Sev17,noCheck,0.516575285014738,0.59922485857733,0.553419068052398,0.641963691558022
JT20,22,4,7,1,1,I,Sev17,noCheck,0.494140072588764,0.573200623461172,0.568067196068003,0.658956013847044
JG42,23,4,6,1,1,I,Sev17,noCheck,0.487819685576799,0.565868986108454,0.527636549936974,0.612056454568149
JS29,24,4,5,1,1,I,Sev17,noCheck,0.492767371702391,0.571608169788956,0.519743376704577,0.602900660986197
NA,25,4,4,1,1,I,Sev17,Heritage,0.575009463730949,0.667008758794447,0.638284250960307,0.740407835063162
JT18,26,4,3,1,1,I,Sev17,noCheck,0.617168629719803,0.715913331349414,0.659160447459164,0.764624138513831
JS7,27,4,2,1,1,I,Sev17,noCheck,0.614627380249716,0.712965300985089,0.661657707181857,0.767521061513434
JS2,29,5,1,1,1,I,Sev17,noCheck,0.58857337207363,0.682742714720099,0.635151428978779,0.736773731322745
JG7,30,5,2,1,1,I,Sev17,noCheck,0.545093850977572,0.632306506987461,0.558619530641038,0.647996641430124
JG11,32,5,4,1,1,I,Sev17,noCheck,0.530571238588086,0.615460874162494,0.556955826177805,0.646067070901248
JT21,33,5,5,1,1,I,Sev17,noCheck,0.581600518587222,0.674654337399279,0.622292641800157,0.72185610672509
JG6,34,5,6,1,1,I,Sev17,noCheck,0.522623283171698,0.606241064280726,0.564879466683517,0.655258525143534
NA,35,5,7,1,1,I,Sev17,GoldenBliss,0.576797899907049,0.669083264321777,0.607613577792504,0.704829674310657
JT1,36,6,7,1,1,I,Sev17,noCheck,0.476174095053246,0.552360087253793,0.505633073418679,0.586532682031915
JT21,38,6,5,1,1,I,Sev17,noCheck,0.491403985299697,0.570026444856666,0.536639526290287,0.622499203885992
JT16,39,6,4,1,1,I,Sev17,noCheck,0.583622236511539,0.676999381235319,0.606423516603157,0.703449091067451
JS25,40,6,3,1,1,I,Sev17,noCheck,NA,NA,NA,NA
JS22,41,6,2,1,1,I,Sev17,noCheck,0.558607640580773,0.647982240697095,0.60961550510641,0.707151622893012
NA,42,6,1,1,1,I,Sev17,GoldenBliss,0.536145891434508,0.621926629416331,0.557891306119123,0.647151102849712
JS19,43,7,1,1,1,I,Sev17,noCheck,0.594578959812563,0.689708952294361,0.65315264335552,0.757654832045888
JG20,44,7,2,1,1,I,Sev17,noCheck,0.55969842718941,0.649247844517015,0.586793069630598,0.680678086948024
NA,45,7,3,1,1,I,Sev17,Jewel,0.641400823569748,0.744022553487164,0.683661407205633,0.793043971654534
JG39,46,7,4,1,1,I,Sev17,noCheck,0.530480151312258,0.615354743690885,0.5776949784063,0.670123905076111
JT28,47,7,5,1,1,I,Sev17,noCheck,0.457401062749684,0.530583560920165,0.518417546146608,0.601362593747523
JG32,48,7,6,1,1,I,Sev17,noCheck,0.462297123092137,0.536262693929409,0.48988508400244,0.568265198383728
JG9,49,7,7,1,1,I,Sev17,noCheck,0.427812421432781,0.496260788891991,0.480189237137788,0.557018128125673
JS12,50,8,7,2,1,I,Sev17,noCheck,0.461902628819653,0.535805008543645,0.509409701698009,0.590913638759029
JG12,51,8,6,2,1,I,Sev17,noCheck,0.551155744886741,0.639338687712928,0.586491274831063,0.680328172143624
JS15,52,8,5,2,1,I,Sev17,noCheck,0.585064455298908,0.678672497439762,0.618999966643317,0.71803612909768
JG4,53,8,4,1,1,I,Sev17,noCheck,0.579800868526637,0.672566880588493,0.610995188672611,0.70875237694401
JG34,54,8,3,1,1,I,Sev17,noCheck,0.547475488222906,0.635069529640964,0.58330234911341,0.676628568949354
JT19,55,8,2,1,1,I,Sev17,noCheck,0.570902154813626,0.662244123427658,0.589861150910464,0.684236083106955
JG39,56,8,1,1,1,I,Sev17,noCheck,0.581478902667964,0.674513284312449,0.634960303293042,0.736551948312478
NA,58,9,2,2,1,I,Sev17,HimboTop,0.678139207383957,0.786638995035697,0.713420177050343,0.827565171327595
JS32,59,9,3,2,1,I,Sev17,noCheck,0.52671371605613,0.610985355992444,0.597975818490531,0.693649861552863
JT30,60,9,4,2,1,I,Sev17,noCheck,0.565976724856386,0.656530698914093,0.620291831514426,0.719536354364195
JT18,62,9,6,2,1,I,Sev17,noCheck,0.462023989956354,0.535946061331724,0.506201980931223,0.587192123698514
NA,63,9,7,2,1,I,Sev17,Heritage,0.405735704401752,0.470651681006267,0.437538973186448,0.507543910477181
JG41,64,10,7,2,1,I,Sev17,noCheck,0.488651532576172,0.566834009138343,0.522028880923311,0.605551910869794
JT37,65,10,6,2,1,I,Sev17,noCheck,0.447828989902598,0.519479878004453,0.471715814381878,0.547188502516152
NA,67,10,4,2,1,I,Sev17,Salmon,0.400019060551908,0.464020213925693,0.430542632140344,0.499427639778899
JG14,68,10,3,2,1,I,Sev17,noCheck,0.530674158886603,0.615579972881171,0.564965057779151,0.655357666559751
JT24,70,10,1,2,1,I,Sev17,noCheck,0.573156003238019,0.664858818300676,0.640790804597701,0.743315146107156
JS36,72,11,2,2,1,I,Sev17,noCheck,0.571417809237938,0.662842455380545,0.642458876351369,0.745249669982476
JS11,73,11,3,2,1,I,Sev17,noCheck,0.515704545188143,0.598214750942715,0.575525531053271,0.667607649795237
JT21,75,11,5,2,1,I,Sev17,noCheck,0.567667453676674,0.658491993260245,0.626164775348279,0.726348995002506
JG43,76,11,6,2,1,I,Sev17,noCheck,0.524356753223211,0.608251612840773,0.562055397286731,0.651981286280037
JT9,79,12,6,2,1,I,Sev17,noCheck,0.445915983468599,0.517260872524497,0.519910114071337,0.603093894707334
JT19,80,12,5,2,1,I,Sev17,noCheck,0.370614315410595,0.429911219773075,0.394274643814148,0.457357408880653
JG13,81,12,4,2,1,I,Sev17,noCheck,0.550717598038394,0.638830250356428,0.615249498135933,0.713687371128847
JG27,84,12,1,2,1,I,Sev17,noCheck,0.55539654328559,0.644257870666348,0.646819024088944,0.750307596268985
JS23,86,13,2,2,1,I,Sev17,noCheck,0.291944024028035,0.338652704550599,0.351322325144315,0.407529520423999
JG3,88,13,4,2,1,I,Sev17,noCheck,0.351787109405813,0.408071930381237,0.368402611414667,0.427345401976666
JG35,89,13,5,2,1,I,Sev17,noCheck,0.405739261449549,0.470656264381132,0.456358155565019,0.52937427898233
NA,90,13,6,2,1,I,Sev17,GoldenBliss,0.51089058734678,0.592631075011846,0.55935389133627,0.648848989488424
JG24,92,14,7,2,1,I,Sev17,noCheck,0.427103379045968,0.4954384462354,0.527602984686253,0.612017852433927
JG27,93,14,6,2,1,I,Sev17,noCheck,0.572566481908992,0.664175025793973,0.625160675042501,0.725183977496446
JG38,94,14,5,2,1,I,Sev17,noCheck,0.491393294695369,0.57001438093929,0.574731609059935,0.666686380743975
JG7,95,14,4,2,1,I,Sev17,noCheck,0.516541319589824,0.599185843565402,0.568290579501835,0.65921528866114
JS4,96,14,3,2,1,I,Sev17,noCheck,0.535457278284603,0.621128273279856,0.610911570563219,0.708654679764701
JS30,97,14,2,2,1,I,Sev17,noCheck,0.557221390577661,0.646374690369122,0.597512679774891,0.693112782289218
JT5,98,14,1,2,1,I,Sev17,noCheck,0.585959528458207,0.679710901707751,0.651872273388269,0.756170004435278
NA,99,15,1,2,1,I,Sev17,HimboTop,0.627048276884093,0.727373492160607,0.676242833403147,0.784439323507327
JT39,100,15,2,2,1,I,Sev17,noCheck,0.541928528115341,0.628635149858167,0.619034026698888,0.71807764903689
JG4,104,15,6,2,1,I,Sev17,noCheck,0.477709016124678,0.554140775567264,0.523543574977719,0.607308718987073
JG1,106,16,7,3,1,I,Sev17,noCheck,0.49300421371991,0.571883198738237,0.573486366847865,0.665242650803511
JS31,110,16,3,3,1,I,Sev17,noCheck,0.485798470363792,0.563524231080607,0.589843280291795,0.684216011171554
JS3,113,17,1,3,1,I,Sev17,noCheck,0.60483608141026,0.701607314247941,0.674342437311539,0.782234822235211
JS10,115,17,3,3,1,I,Sev17,noCheck,0.567115879474247,0.657852224944688,0.654337725897389,0.75902975405895
NA,118,17,6,3,1,I,Sev17,GoldenBliss,0.545585874540651,0.632877472584947,0.620599267208295,0.719893481876336
JT35,119,17,7,3,1,I,Sev17,noCheck,0.428069735511504,0.496559565040573,0.568584231077237,0.659555409869917
JG36,120,18,7,3,1,I,Sev17,noCheck,0.344647158421305,0.399789654970154,0.472029557477538,0.547552815375759
JT32,121,18,6,3,1,I,Sev17,noCheck,0.430332028314117,0.499183375689141,0.530108631524262,0.614924009958881
NA,123,18,4,3,1,I,Sev17,Heritage,0.598152223708493,0.693854118292358,0.654029220778718,0.758671443905445
JG19,125,18,2,3,1,I,Sev17,noCheck,0.602987507973415,0.699463069789556,0.660116658556179,0.765733224307444
JS37,126,18,1,3,1,I,Sev17,noCheck,-0.040940838012807,-0.047491307533489,-0.04292080713485,-0.049787973313955
JS5,129,19,3,3,1,I,Sev17,noCheck,0.562288390614354,0.652252324418734,0.636791791899956,0.738676740844266
JG20,131,19,5,3,1,I,Sev17,noCheck,0.510595681224937,0.592288681456446,0.554953256439618,0.643744032908409
JT11,132,19,6,3,1,I,Sev17,noCheck,0.420161476321118,0.487386035474777,0.520659673891978,0.603963903369069
NA,134,20,7,3,1,I,Sev17,GoldenBliss,0.47807227413015,0.554562193068649,0.570703679894482,0.662014319918647
JG8,137,20,4,3,1,I,Sev17,noCheck,0.6027069898381,0.699137658744411,0.660197578075207,0.765827238171477
JT26,138,20,3,3,1,I,Sev17,noCheck,0.59810657069666,0.693801025554385,0.654932324093201,0.759719740055781
JG17,139,20,2,3,1,I,Sev17,noCheck,0.686146282380057,0.795927121657464,0.728762323520319,0.845361972142565
JG15,142,21,2,3,1,I,Sev17,noCheck,0.64525457674755,0.748492404763347,0.701342541339285,0.813554093282676
JT6,147,21,7,3,1,I,Sev17,noCheck,0.41368875887887,0.479877350285956,0.466368381804623,0.5409851713242
JT12,148,22,7,3,1,I,Sev17,noCheck,0.533378998050809,0.618717637487389,0.609200776081722,0.706670257200001
JT36,149,22,6,3,1,I,Sev17,noCheck,0.50821186805093,0.589523859568182,0.557505942585482,0.646705001411588
JT17,151,22,4,3,1,I,Sev17,noCheck,0.579008165797224,0.671647262175209,0.603858838570951,0.700474624417907
JG19,156,23,2,3,1,I,Sev17,noCheck,0.673854713749295,0.781668557193137,0.719647118374431,0.834788242712437
NA,157,23,3,3,1,I,Sev17,GoldenBliss,0.690764031001196,0.801283683339746,0.748870146969859,0.868686897443087
JG31,158,23,4,3,1,I,Sev17,noCheck,0.669101974224436,0.776155885910402,0.692966515939089,0.803839346739699
JT22,159,23,5,3,1,I,Sev17,noCheck,0.557356896465921,0.64653187463468,0.660358753498354,0.766014376788325
JS14,162,1,8,4,2,I,Sev01,noCheck,0.691100682461123,0.801672402951787,0.759566168000864,0.881093699988469
NA,163,1,9,4,2,I,Sev01,Salmon,0.747906845183649,0.867567701819188,0.771986936559612,0.895500366315345
JG18,165,1,11,4,2,I,Sev01,noCheck,0.678118720250865,0.786613251316225,0.743683764799655,0.862668542106265
JT26,171,2,12,4,2,I,Sev01,noCheck,0.754479603334558,0.875192563098486,0.795326293644712,0.922574402556331
JS1,174,2,9,4,2,I,Sev01,noCheck,0.732392887233272,0.849572195500203,0.767161625306035,0.88990092294435
JT31,179,3,11,4,2,I,Sev01,noCheck,0.712337393028304,0.826307675748754,0.768589315319328,0.891560075975251
JG42,184,4,13,4,2,I,Sev01,noCheck,0.627189567483835,0.727536673782595,0.695381680863485,0.80663976085785
JS29,185,4,12,4,2,I,Sev01,noCheck,0.586034156588313,0.679796414327772,0.653453434926119,0.758002243256349
NA,186,4,11,4,2,I,Sev01,Heritage,0.72418415161478,0.84005009975418,0.782205267454064,0.907355691800452
JS7,188,4,9,4,2,I,Sev01,noCheck,0.634325945298206,0.735815272874552,0.73448905109489,0.852004907341641
JS2,190,5,8,4,2,I,Sev01,noCheck,0.635149780959395,0.736771255008011,0.683037131069502,0.79232055753552
JT27,192,5,10,4,2,I,Sev01,noCheck,0.627765579194275,0.728204936937465,0.69174085559001,0.802417252062947
JT2,194,5,12,4,2,I,Sev01,noCheck,0.690932560986231,0.801478302182155,0.74493946052078,0.864126542465364
JG6,195,5,13,4,2,I,Sev01,noCheck,0.727412582569303,0.843794998419736,0.757398197843321,0.878578448654493
NA,196,5,14,4,2,I,Sev01,GoldenBliss,0.730106581978535,0.846919645511394,0.765729542773828,0.888243105066168
JT1,197,6,14,4,2,I,Sev01,noCheck,0.658567115350795,0.763934180881817,0.70899403284204,0.82243004329505
JT21,199,6,12,4,2,I,Sev01,noCheck,0.615922034629017,0.714466325487068,0.693868955696837,0.804885405794811
JS19,204,7,8,4,2,I,Sev01,noCheck,0.602621012776134,0.699037760122682,0.652387936411605,0.756767965021757
NA,206,7,10,4,2,I,Sev01,Jewel,0.563235815094902,0.653350480035211,0.603766792338007,0.700366007608331
JG39,207,7,11,4,2,I,Sev01,noCheck,0.699848313967589,0.811820606318783,0.726546564052536,0.842790544727189
JT28,208,7,12,4,2,I,Sev01,noCheck,0.706530266570553,0.819571493138232,0.749790694892955,0.869753045075732
JG32,209,7,13,4,2,I,Sev01,noCheck,0.732872714155641,0.850128049872427,0.762984470210693,0.885059280443833
JG9,210,7,14,4,2,I,Sev01,noCheck,0.612977536427453,0.711050022528992,0.654082597730139,0.758731029438654
JS12,211,8,14,5,2,I,Sev01,noCheck,0.634553497373506,0.736077900199667,0.672321563325008,0.779888394059972
JG12,212,8,13,5,2,I,Sev01,noCheck,0.648493569939227,0.752248921380229,0.679085965807137,0.787734900855099
JS15,213,8,12,5,2,I,Sev01,noCheck,0.651585400039643,0.7558351445909,0.687609737993549,0.797623020347578
JG4,214,8,11,4,2,I,Sev01,noCheck,0.668462492915384,0.775412910852458,0.690254411584655,0.800691365196397
JG34,215,8,10,4,2,I,Sev01,noCheck,0.671726452778249,0.779199134488605,0.698750803889852,0.810548405126482
JT19,216,8,9,4,2,I,Sev01,noCheck,0.695541196160458,0.806824019664028,0.720014701678442,0.835213649167137
JG21,218,9,8,5,2,I,Sev01,noCheck,0.492921823407074,0.571786816517811,0.560028577641102,0.649629921387028
NA,219,9,9,5,2,I,Sev01,HimboTop,0.72213056587032,0.837668111926019,0.736454873388335,0.854285212228402
JS32,220,9,10,5,2,I,Sev01,noCheck,0.654102786315319,0.758755610764146,0.684346887369557,0.793839342346293
JT30,221,9,11,5,2,I,Sev01,noCheck,0.697404081299568,0.80898453045412,0.735406621265653,0.853067829760446
JG41,225,10,14,5,2,I,Sev01,noCheck,0.721676926313657,0.837141237145303,0.742179533567975,0.860923727910382
JT37,226,10,13,5,2,I,Sev01,noCheck,0.678579662982953,0.787148776146817,0.704787387179996,0.817550878607512
JT7,227,10,12,5,2,I,Sev01,noCheck,0.676937961903442,0.785243862759105,0.721709242662827,0.837179081953799
NA,228,10,11,5,2,I,Sev01,Salmon,0.63590490992142,0.73764600857574,0.712350457424349,0.826322653893249
JG14,229,10,10,5,2,I,Sev01,noCheck,0.538810932490082,0.62501702485265,0.578355426133814,0.67088903341416
JT24,231,10,8,5,2,I,Sev01,noCheck,0.622079676713716,0.721609072853962,0.691780999385264,0.802462317198402
JS36,233,11,9,5,2,I,Sev01,noCheck,0.721615019607382,0.837069888917272,0.760905966334714,0.882647809472779
JS11,234,11,10,5,2,I,Sev01,noCheck,0.667077163558191,0.773805814564483,0.698969323656766,0.810796503784802
JG43,237,11,13,5,2,I,Sev01,noCheck,0.685624499422027,0.795320723583778,0.716561662633685,0.831207885041871
JS20,238,11,14,5,2,I,Sev01,noCheck,0.712350397232437,0.826322506736054,0.746496705342844,0.865930939651954
JT9,240,12,13,5,2,I,Sev01,noCheck,0.659223484460346,0.764695944097739,0.705027469679693,0.817829152012764
JG29,242,12,11,5,2,I,Sev01,noCheck,0.702126043345211,0.814462400720371,0.739240463093243,0.857514969393182
JS25,243,12,10,5,2,I,Sev01,noCheck,0.600866081469432,0.697001151027654,0.646448182659142,0.749877210153551
JT40,245,12,8,5,2,I,Sev01,noCheck,0.650357907060498,0.754411308724584,0.682293528899664,0.791455338507886
JS23,247,13,9,5,2,I,Sev01,noCheck,0.708415694372793,0.821758168870809,0.75260031635391,0.873013895907836
JG3,249,13,11,5,2,I,Sev01,noCheck,0.62265862854612,0.722280675854054,0.670605871243252,0.777899872060064
JG3,250,13,12,5,2,I,Sev01,noCheck,0.611684825650035,0.709551311305933,0.677163119193405,0.785507024416407
JS3,251,13,13,5,2,I,Sev01,noCheck,0.66961629788612,0.776751476443095,0.709371589204548,0.822868259678782
JG24,253,14,14,5,2,I,Sev01,noCheck,0.591601658672673,0.686254106647034,0.649662282260931,0.753605568412483
JG27,254,14,13,5,2,I,Sev01,noCheck,0.695263614681252,0.806502291467111,0.726740796718126,0.843016411904871
JG38,255,14,12,5,2,I,Sev01,noCheck,0.666378981084555,0.772995975909719,0.712436237806879,0.826422091473477
JS4,257,14,10,5,2,I,Sev01,noCheck,0.664796008249527,0.771160123306987,0.690479987242864,0.800954230731205
JS30,258,14,9,5,2,I,Sev01,noCheck,0.66936858501622,0.77646434483631,0.702746982419167,0.815184073555157
JT39,261,15,9,5,2,I,Sev01,noCheck,0.659685229548615,0.765231884521601,0.693310794494084,0.804237068933134
JG40,263,15,11,5,2,I,Sev01,noCheck,0.656473897170896,0.761506632547603,0.685435257574561,0.795101550021111
JG26,264,15,12,5,2,I,Sev01,noCheck,0.70483159735427,0.817601275804379,0.726837213795478,0.843128318057862
JG1,267,16,14,6,2,I,Sev01,noCheck,0.598656471672079,0.694437558744146,0.673253352152435,0.78096898945196
JS24,269,16,12,6,2,I,Sev01,noCheck,0.714189778751469,0.828456182521579,0.748470925802336,0.868223350129195
JS31,271,16,10,6,2,I,Sev01,noCheck,0.622529539631091,0.722131203457243,0.662000284086425,0.767918390383004
JG37,272,16,9,6,2,I,Sev01,noCheck,0.693047202294324,0.803931569509097,0.726919796476574,0.843224979912403
JS3,274,17,8,6,2,I,Sev01,noCheck,0.632165414587866,0.733308800885958,0.687960897184802,0.798032466147886
JS10,276,17,10,6,2,I,Sev01,noCheck,0.664925454103617,0.771309938804441,0.699363616414308,0.81125772590877
JT35,280,17,14,6,2,I,Sev01,noCheck,0.587186809716956,0.681132391077383,0.663708290333677,0.769893141871159
JG36,281,18,14,6,2,I,Sev01,noCheck,0.622978754891384,0.722651971072547,0.688900255793072,0.799120719233047
JS38,283,18,12,6,2,I,Sev01,noCheck,0.610874937098421,0.708611377428055,0.649591579634352,0.753523671682591
NA,284,18,11,6,2,I,Sev01,Heritage,0.699631325870715,0.811568652610586,0.741175018513947,0.859758776801892
JS8,285,18,10,6,2,I,Sev01,noCheck,0.671276131668877,0.778676846794317,0.717360783624575,0.832135913107716
JG16,288,19,8,6,2,I,Sev01,noCheck,0.773517229813122,0.89727621321252,0.797637412565246,0.925256270133699
JS27,289,19,9,6,2,I,Sev01,noCheck,0.668737701161038,0.775731994958635,0.708535579916954,0.821897363399402
JS5,290,19,10,6,2,I,Sev01,noCheck,0.687069369323442,0.796996899092447,0.731277378626899,0.848279240717985
JT11,293,19,13,6,2,I,Sev01,noCheck,0.636857736175499,0.738751005439293,0.665631177633437,0.772127181976475
JG13,294,19,14,6,2,I,Sev01,noCheck,0.674735433545204,0.782689177850641,0.712282107794029,0.826244301986057
JG8,298,20,11,6,2,I,Sev01,noCheck,0.64241006666911,0.74519215337217,0.706315733021071,0.819323154072267
JT26,299,20,10,6,2,I,Sev01,noCheck,0.725951241122357,0.842099309631463,0.760334646952041,0.881984086792235
JG17,300,20,9,6,2,I,Sev01,noCheck,0.599243929704833,0.695119620949802,0.639503754753177,0.741818794766052
NA,301,20,8,6,2,I,Sev01,Salmon,0.677835297476018,0.786285662741673,0.724995854405978,0.84099295329594
JT13,302,21,8,6,2,I,Sev01,noCheck,0.641584551546157,0.744234758034204,0.676368908219025,0.78458513363173
JG15,303,21,9,6,2,I,Sev01,noCheck,0.711663027150058,0.825525055718851,0.738921226232053,0.857145074551496
NA,304,21,10,6,2,I,Sev01,Jewel,0.691356442666271,0.801969564716561,0.707940963419051,0.821208543250477
JS35,307,21,13,6,2,I,Sev01,noCheck,0.680594503082584,0.789484935821317,0.703761154528735,0.816359145764897
JT6,308,21,14,6,2,I,Sev01,noCheck,0.695743459095462,0.807058474482538,0.728597789803239,0.845170632429326
JT12,309,22,14,6,2,I,Sev01,noCheck,0.675373889774302,0.783429633971055,0.706808873251051,0.819894686958137
JT36,310,22,13,6,2,I,Sev01,noCheck,0.660434643496464,0.766100070171906,0.696668745754404,0.808131998764791
NA,311,22,12,6,2,I,Sev01,HimboTop,0.763499176056113,0.885655030576999,0.79270937446961,0.919540099828088
JT17,312,22,11,6,2,I,Sev01,noCheck,0.484360728291385,0.56185441342966,0.510799290244947,0.592525243131103
JS21,313,22,10,6,2,I,Sev01,noCheck,0.688025181943962,0.798105459026117,0.72221298329142,0.837764473475276
JG25,314,22,9,6,2,I,Sev01,noCheck,0.588935804688983,0.683161920189957,0.632147447835821,0.733287641701439
JT29,316,23,8,6,2,I,Sev01,noCheck,0.652940858629562,0.757407584138325,0.717881670066952,0.832738908703043
JG19,317,23,9,6,2,I,Sev01,noCheck,0.677126779310574,0.785463271460761,0.708052681581952,0.821337924087038
JG31,318,23,10,6,2,I,Sev01,noCheck,0.637758841346342,0.739796541477848,0.681125727261308,0.79010249801921
JT22,320,23,12,6,2,I,Sev01,noCheck,0.681915023960843,0.791017661619886,0.710577046652101,0.824266952784026
JS14,162,1,8,4,2,I,Sev03,noCheck,0.702243725122518,0.814598491036037,0.762222828786765,0.884174374998466
NA,163,1,9,4,2,I,Sev03,Salmon,0.762564286106666,0.884570560240881,0.784136355324406,0.909594712327384
JG18,165,1,11,4,2,I,Sev03,noCheck,0.73994806270118,0.858335666248428,0.779569525587108,0.904297448969934
JT26,171,2,12,4,2,I,Sev03,noCheck,0.749300844536285,0.869185305294809,0.783296199355383,0.908620446488753
JS1,174,2,9,4,2,I,Sev03,noCheck,0.716119933734349,0.83069595571847,0.746202757808947,0.86559231461872
JT31,179,3,11,4,2,I,Sev03,noCheck,0.724008077822067,0.83984571242601,0.757094625422028,0.878226464914526
JG42,184,4,13,4,2,I,Sev03,noCheck,0.631728574366811,0.7328024101581,0.674943409367926,0.782932173617486
JS29,185,4,12,4,2,I,Sev03,noCheck,0.630715647400123,0.731627321461495,0.67888287261328,0.78750173838172
NA,186,4,11,4,2,I,Sev03,Heritage,0.742548444425304,0.861352871647048,0.770746777458187,0.894063214016954
JS7,188,4,9,4,2,I,Sev03,noCheck,0.723564097981394,0.839331488662509,0.763076831941236,0.88516702762389
JS2,190,5,8,4,2,I,Sev03,noCheck,0.6387783711909,0.740980465584968,0.694021503412697,0.805062003562888
JT27,192,5,10,4,2,I,Sev03,noCheck,0.664583431826364,0.770914093687035,0.703286941004723,0.815809813997406
JT2,194,5,12,4,2,I,Sev03,noCheck,0.698740375825756,0.810535750312065,0.733890941572942,0.851310726994268
JG6,195,5,13,4,2,I,Sev03,noCheck,0.695704089830437,0.80701354760894,0.719574308166491,0.834703332345168
NA,196,5,14,4,2,I,Sev03,GoldenBliss,0.717343843663081,0.832115442581205,0.738169017576043,0.856272664081255
JT1,197,6,14,4,2,I,Sev03,noCheck,0.654161479791387,0.758824068725837,0.694670762655269,0.805814640567851
JT21,199,6,12,4,2,I,Sev03,noCheck,0.648559613001139,0.752326179019938,0.68792879658817,0.797995036543559
JS19,204,7,8,4,2,I,Sev03,noCheck,0.656070620040969,0.761039090151927,0.692881324831658,0.803738474830454
NA,206,7,10,4,2,I,Sev03,Jewel,0.58141730974151,0.674440992873712,0.615053682989787,0.713460137038982
JG39,207,7,11,4,2,I,Sev03,noCheck,0.70608315572363,0.819053305220327,0.723401024862403,0.839142640675223
JT28,208,7,12,4,2,I,Sev03,noCheck,0.708875967311225,0.822292836647121,0.735813763667591,0.853541643568572
JG32,209,7,13,4,2,I,Sev03,noCheck,0.721685202885385,0.837151031256107,0.746498146779789,0.865934015451477
JG9,210,7,14,4,2,I,Sev03,noCheck,0.505522464922054,0.586403520751678,0.613852813852814,0.712066181531682
JS12,211,8,14,5,2,I,Sev03,noCheck,0.628495697176293,0.729051871261399,0.653470748711731,0.758022392131472
JG12,212,8,13,5,2,I,Sev03,noCheck,0.629311744727434,0.729998714491094,0.650699549442732,0.754809090794116
JS15,213,8,12,5,2,I,Sev03,noCheck,0.653318571014232,0.757846270726937,0.679189297055302,0.78785605824994
JG4,214,8,11,4,2,I,Sev03,noCheck,0.663964903435822,0.770196210619925,0.682396155080769,0.791576741030585
JG34,215,8,10,4,2,I,Sev03,noCheck,0.67836620344065,0.786901596795511,0.700037029635114,0.812039460533339
JT19,216,8,9,4,2,I,Sev03,noCheck,0.715695900815685,0.83020379862151,0.737735873428608,0.855770328636726
JG21,218,9,8,5,2,I,Sev03,noCheck,0.563585126036046,0.653756158175403,0.611504465030517,0.709342884639656
NA,219,9,9,5,2,I,Sev03,HimboTop,0.74186204056126,0.86055683342308,0.753250601963326,0.873768108855391
JS32,220,9,10,5,2,I,Sev03,noCheck,0.668656965456332,0.775638675997149,0.687010888057162,0.796929918578025
JT30,221,9,11,5,2,I,Sev03,noCheck,0.68821588026655,0.798326750230009,0.724326593047831,0.840215540483581
JG41,225,10,14,5,2,I,Sev03,noCheck,0.705822383087611,0.818750529829456,0.725220330513413,0.841253019370249
JT37,226,10,13,5,2,I,Sev03,noCheck,0.662379980305505,0.768357435127469,0.683376158864713,0.792713968133866
JT7,227,10,12,5,2,I,Sev03,noCheck,0.68340091588271,0.792741394612602,0.722658368107127,0.838280544949261
NA,228,10,11,5,2,I,Sev03,Salmon,0.688886325922207,0.799104549285941,0.72009237766696,0.835303786442748
JG14,229,10,10,5,2,I,Sev03,noCheck,0.534046022922984,0.619490315795109,0.581847363030146,0.674940961511465
JT24,231,10,8,5,2,I,Sev03,noCheck,0.637447077670281,0.739435440770843,0.696958197941562,0.808468276481591
JS36,233,11,9,5,2,I,Sev03,noCheck,0.729777583671265,0.846538881869845,0.758352882541465,0.879686492026739
JS11,234,11,10,5,2,I,Sev03,noCheck,0.681294244363327,0.790297967112725,0.709195301542777,0.822663665274666
JG43,237,11,13,5,2,I,Sev03,noCheck,0.690987582293843,0.801542258683616,0.715780914454892,0.830303090955642
JS20,238,11,14,5,2,I,Sev03,noCheck,0.698103883503681,0.809797057238593,0.723753268840407,0.839551335365403
JT9,240,12,13,5,2,I,Sev03,noCheck,0.663666005828491,0.76984935459978,0.695941168151605,0.807288101651923
JG29,242,12,11,5,2,I,Sev03,noCheck,0.735927366318664,0.853672250467647,0.757017693092889,0.878137536109098
JS25,243,12,10,5,2,I,Sev03,noCheck,0.614741995457976,0.713097744844236,0.660662045350062,0.766365236595847
JT40,245,12,8,5,2,I,Sev03,noCheck,0.647086460287033,0.750616945402077,0.679393151806251,0.788091768898305
JS23,247,13,9,5,2,I,Sev03,noCheck,0.714261221922387,0.828539248111858,0.744237646596536,0.863310905732585
JG3,249,13,11,5,2,I,Sev03,noCheck,0.66827795969391,0.77519916607245,0.696682464454976,0.808148433431046
JG3,250,13,12,5,2,I,Sev03,noCheck,0.608143585586792,0.705443843227436,0.67314492192541,0.780844884883686
JS3,251,13,13,5,2,I,Sev03,noCheck,0.656905162147126,0.762006798069393,0.696195725231886,0.807584146313048
JG24,253,14,14,5,2,I,Sev03,noCheck,0.580564493371713,0.673451626211076,0.620642799700508,0.719942453320969
JG27,254,14,13,5,2,I,Sev03,noCheck,0.673092425388404,0.780783794978085,0.711972953056344,0.825885709563393
